	year	target	target_form	L	target_msd	masked_text	orig_text	target_i
520	1881	eli	eli	66	SUBCAT_CC	Kurkijoella on syntynyt 100 poika- ja 100 tyttö-lasta , eli yhteensä 200. Sisäänmuuttaneita- . 11l ! mp . ja 110 np . eli yhteensä 226. Kuolleita : 105 mp . ja 105 np . MATCH yhteensä 210. Ulosmuuttaneita : 58 mp . ja 89 np . eli yhteensä 147. Väkiluku siis lisaytynyt 53 mp . ja 16 np . eli yhteensä 6 ! >:llä hengellä .	Kurkijoella on syntynyt 100 poika- ja 100 tyttö-lasta , eli yhteensä 200. Sisäänmuuttaneita- . 11l ! mp . ja 110 np . eli yhteensä 226. Kuolleita : 105 mp . ja 105 np . eli yhteensä 210. Ulosmuuttaneita : 58 mp . ja 89 np . eli yhteensä 147. Väkiluku siis lisaytynyt 53 mp . ja 16 np . eli yhteensä 6 ! >:llä hengellä .	34
521	1881	eli	eli	28	SUBCAT_CC	Kuolleista oli Vanhin 87 Vuoden itäinen , ja 4 muuten yli 80. Lapsia alle 10 Vuoden iässä kuoli 12 MATCH enemmän tuin kolmas osa kuolleitten koko lukumäärästä .	Kuolleista oli Vanhin 87 Vuoden itäinen , ja 4 muuten yli 80. Lapsia alle 10 Vuoden iässä kuoli 12 eli enemmän tuin kolmas osa kuolleitten koko lukumäärästä .	19
522	1881	eli	eli	40	SUBCAT_CC	Se ci tule kysymään yksityisien sääty » jen MATCH kansan sukujen perään , » vaan tulee ilman karttamatta noudattamaan , ettei yhdessäkään asiassa pysähtymisiä olisi , sitä » vähemmin takaperin menemisiä , » vaan että me aina edespäin rientäisimme .	Se ci tule kysymään yksityisien sääty » jen eli kansan sukujen perään , » vaan tulee ilman karttamatta noudattamaan , ettei yhdessäkään asiassa pysähtymisiä olisi , sitä » vähemmin takaperin menemisiä , » vaan että me aina edespäin rientäisimme .	8
523	1881	eli	eli	28	SUBCAT_CC	Kuvilla varustettu pilalehti PILKKAKIRVES ilmestyy Helsiogissä en » i Maslis- kuuo alusta kaksi kertaa kuukau- d- 882. Puupiirroksia MATCH kuvia tu- lee olemaan vähintäin kaksi joka numerosss .	Kuvilla varustettu pilalehti PILKKAKIRVES ilmestyy Helsiogissä en » i Maslis- kuuo alusta kaksi kertaa kuukau- d- 882. Puupiirroksia eli kuvia tu- lee olemaan vähintäin kaksi joka numerosss .	18
524	1881	eli	eli	153	SUBCAT_CC	HH>e palweliat tässä kaupungissa , jotka tah » toowat tulla osallisiksi palkinnosta Kaup » pias Wilhelm Rothin palkinto » tai pensioni » kassasta , 15 markkaa kuukaudessa , ilmoitta » loon itsensä Johtokunnan kokouksessa Raati huoneessa Tiistaina 8 p. ensitulewata Iou » lukuuta , ja sisään heiltäköön ikä- ja maine » todistuksen sekä todistus palwelusajasta , kuin myös puoltolauseen isäntämäeltiinsä , ja ilmoitetaan myös että ainoastaan ne palweliat owat waltuutetut palkintoon jotka owat wä< hintäin 40 iläwuoden wanhat ; jotta 1 p. Tammikuuta 1862 tai sitä ennen valwelleet samaa perhettä tässä kaupungissa ja edelleen owat sen perheen palwelulsessa ; jotka isännän kuoleman , häwiön tai poismuuttamisen kautta pailkakunnasta , ei woi edelleen palwella sa » maa perhettä , waan sen jälkeen palwelee jotakin toista perhettä Wiipurin kaupungissa jäänniisajan , ja jotka owat palwelleet edellä määrätyn ajan , maan ei wielä ehtinyt 40 iläwuoteen , sairaudelta MATCH muulta lailliselta syyliä estetyt pitkittämästä palwelusta .	HH>e palweliat tässä kaupungissa , jotka tah » toowat tulla osallisiksi palkinnosta Kaup » pias Wilhelm Rothin palkinto » tai pensioni » kassasta , 15 markkaa kuukaudessa , ilmoitta » loon itsensä Johtokunnan kokouksessa Raati huoneessa Tiistaina 8 p. ensitulewata Iou » lukuuta , ja sisään heiltäköön ikä- ja maine » todistuksen sekä todistus palwelusajasta , kuin myös puoltolauseen isäntämäeltiinsä , ja ilmoitetaan myös että ainoastaan ne palweliat owat waltuutetut palkintoon jotka owat wä< hintäin 40 iläwuoden wanhat ; jotta 1 p. Tammikuuta 1862 tai sitä ennen valwelleet samaa perhettä tässä kaupungissa ja edelleen owat sen perheen palwelulsessa ; jotka isännän kuoleman , häwiön tai poismuuttamisen kautta pailkakunnasta , ei woi edelleen palwella sa » maa perhettä , waan sen jälkeen palwelee jotakin toista perhettä Wiipurin kaupungissa jäänniisajan , ja jotka owat palwelleet edellä määrätyn ajan , maan ei wielä ehtinyt 40 iläwuoteen , sairaudelta eli muulta lailliselta syyliä estetyt pitkittämästä palwelusta .	145
525	1881	eli	eli	33	SUBCAT_CC	"— Eusimmäiuen askel tausau cdnölllutaau Venäjällä . Russische ( sorrespondenz "" kertoo että Nenäjän hallitus on päättänyt kutsua 2 eousmiestä kustakin niistä 36 kumernementista , joissa jo on semstmo MATCH maakuntaedustus olemassa ."	"— Eusimmäiuen askel tausau cdnölllutaau Venäjällä . Russische ( sorrespondenz "" kertoo että Nenäjän hallitus on päättänyt kutsua 2 eousmiestä kustakin niistä 36 kumernementista , joissa jo on semstmo eli maakuntaedustus olemassa ."	29
526	1881	eli	eli	118	SUBCAT_CC	2121 ( 3 — 1 » Kihlalunnanoileus Virolahden pitäjän färä » hfunnaSfa on tämän huhliluun 8 päimänä |uli « tetHDa pHätöffellä » velmoittanut entisen liiallisen Taneli An » tin^oika WuorelllN . Samillalan kylästä , faamamie » hin ! > tyydyltämi « elst luopumaan tailti omaifuutenia ja senlähden julfifeUa pyylöllä tänä päimänä futfunut Ta » neli Antinpoila Vuorelan faiffi saamamiehet ensitulemien fbßS^ilräjien neljäntenä käräjäpäimänä MATCH tulena » , loka » kuun 51 p. ennen 110 seitsemää illalla oikeuteen tulemaan ei ainoastaan luulemaan mitii asiassa jo on maadittu , maan m^ ! <s saamisiansa Taneli Vuorelan pesässä ilmoittamaan ja malmomaan sillä lamalla ja uhalla luin keisarillinen fonrurSftafetuS marraskuun 9 p:ltä 1868 säätää , joka tä- ten l terran ilmoitetaan .	2121 ( 3 — 1 » Kihlalunnanoileus Virolahden pitäjän färä » hfunnaSfa on tämän huhliluun 8 päimänä |uli « tetHDa pHätöffellä » velmoittanut entisen liiallisen Taneli An » tin^oika WuorelllN . Samillalan kylästä , faamamie » hin ! > tyydyltämi « elst luopumaan tailti omaifuutenia ja senlähden julfifeUa pyylöllä tänä päimänä futfunut Ta » neli Antinpoila Vuorelan faiffi saamamiehet ensitulemien fbßS^ilräjien neljäntenä käräjäpäimänä eli tulena » , loka » kuun 51 p. ennen 110 seitsemää illalla oikeuteen tulemaan ei ainoastaan luulemaan mitii asiassa jo on maadittu , maan m^ ! <s saamisiansa Taneli Vuorelan pesässä ilmoittamaan ja malmomaan sillä lamalla ja uhalla luin keisarillinen fonrurSftafetuS marraskuun 9 p:ltä 1868 säätää , joka tä- ten l terran ilmoitetaan .	63
527	1881	eli	eli	61	SUBCAT_CC	S^Jaimaton puutarhuri , jota on läynyt Hel> < * '•• fingm piiulartiuritoulun läpi , haluaa paiffaa nyt heti ; jotta tämän huomioonsa ot » toivat , kääntykööt lirialliiesti osoitteella : » Puu » tarhuri , Someron poötilonttori' . v^ ttD i a ja tuletuksia ura- talla MATCH muilla firjadU fida sopimuksilla maBtaan = otetaan tämän feroäiin ja lesän ajalla toimitettaroaffi .	S^Jaimaton puutarhuri , jota on läynyt Hel> < * '•• fingm piiulartiuritoulun läpi , haluaa paiffaa nyt heti ; jotta tämän huomioonsa ot » toivat , kääntykööt lirialliiesti osoitteella : » Puu » tarhuri , Someron poötilonttori' . v^ ttD i a ja tuletuksia ura- talla eli muilla firjadU fida sopimuksilla maBtaan = otetaan tämän feroäiin ja lesän ajalla toimitettaroaffi .	46
528	1881	eli	eli	73	SUBCAT_CC	"' ) Tämä » niärsyn suhteen täytyy kieliopilliselta lannalta se lummi » km huomauttaa : että areikassn seisoo mikä ei ole suo » melsi "" lohta "" , niann "" » listi , yhtälliä "" ja 2 , että on fallUl ! , inmliil , eikä lieliva , joten ei sitä milliin » muoton saisi suomentaa "" ympäri lätsähdit "" , waan latsahtiwat yuipärillensä MATCH ynlpäiilleen eli umpäriufä , Bat ? a--z>ienti !"	"' ) Tämä » niärsyn suhteen täytyy kieliopilliselta lannalta se lummi » km huomauttaa : että areikassn seisoo mikä ei ole suo » melsi "" lohta "" , niann "" » listi , yhtälliä "" ja 2 , että on fallUl ! , inmliil , eikä lieliva , joten ei sitä milliin » muoton saisi suomentaa "" ympäri lätsähdit "" , waan latsahtiwat yuipärillensä eli ynlpäiilleen eli umpäriufä , Bat ? a--z>ienti !"	64
529	1881	eli	eli	55	SUBCAT_CC	Säännöllisestä maaweroitulsesta puhumatta , jota jokainen tilansa puolesta on welwollinen kruunulle maksamaan , waatimatta ia saamattakaan minläänlaisia tiliä rahojen käyttelemisestä , — ne on hallituksen hoidossa , ja suoritettamat , aine-lajittain wuotuisesti takfeeratun markongin MATCH teski-merohinnan mukaan — on koko kasa muita rasituksia talonpojan kodin huolena ja suoritettawana , jotka laatuaan on epäluulon alaisempia .	Säännöllisestä maaweroitulsesta puhumatta , jota jokainen tilansa puolesta on welwollinen kruunulle maksamaan , waatimatta ia saamattakaan minläänlaisia tiliä rahojen käyttelemisestä , — ne on hallituksen hoidossa , ja suoritettamat , aine-lajittain wuotuisesti takfeeratun markongin eli teski-merohinnan mukaan — on koko kasa muita rasituksia talonpojan kodin huolena ja suoritettawana , jotka laatuaan on epäluulon alaisempia .	34
530	1881	eli	eli	93	SUBCAT_CC	Tuusniemen pitäjäastä salon lylän laitumella pois tuli 29 — 3U päiwän wnlilla yksi 7:ten talwias hallakan punanen tamma hemonen 9 korttelia 2 tuumaa lorkea , wasemmalle puolen harja kaatunut , » vähiin liinahtama harja ja häntä , hännän nenää mähii » leikattu , » vasemmalla puolen harjan alla pieni wnlkonen pilkka ainia » lankiin kohdalla ja masta kenkään lyöty setä pienintä lajia päil ja kirkas silmäinen ; joka hemosen kiinni saisi olisi hmvä ja lunnon palkintoa ivastaan ilmoittaa omistajalleen Heikki Happoselle mainitussa pitäjässä MATCH Kuopiossa laffet Wäisäse » talossa H. A. Happoselle .	Tuusniemen pitäjäastä salon lylän laitumella pois tuli 29 — 3U päiwän wnlilla yksi 7:ten talwias hallakan punanen tamma hemonen 9 korttelia 2 tuumaa lorkea , wasemmalle puolen harja kaatunut , » vähiin liinahtama harja ja häntä , hännän nenää mähii » leikattu , » vasemmalla puolen harjan alla pieni wnlkonen pilkka ainia » lankiin kohdalla ja masta kenkään lyöty setä pienintä lajia päil ja kirkas silmäinen ; joka hemosen kiinni saisi olisi hmvä ja lunnon palkintoa ivastaan ilmoittaa omistajalleen Heikki Happoselle mainitussa pitäjässä eli Kuopiossa laffet Wäisäse » talossa H. A. Happoselle .	83
531	1881	eli	eli	31	SUBCAT_CC	Kun mielesi tekee miinaa eli muiden juolvuttis-juomain himo » vauvaa sinua , niin ota ytsi kortteli puhdasta kaimo eli munta raikasta mettä ja juo se miinan MATCH muiden juolvulns-juomain siasta .	Kun mielesi tekee miinaa eli muiden juolvuttis-juomain himo » vauvaa sinua , niin ota ytsi kortteli puhdasta kaimo eli munta raikasta mettä ja juo se miinan eli muiden juolvulns-juomain siasta .	26
532	1881	eli	eli	24	SUBCAT_CC	Se kunuiallimn ihminen joka näistä sais jotain tietoa , ilmoittais Tampereen poliisika » mariiu kunniallista palkintoa » vastaan , MATCH Ruo » rcden pitäjäsen	Se kunuiallimn ihminen joka näistä sais jotain tietoa , ilmoittais Tampereen poliisika » mariiu kunniallista palkintoa » vastaan , eli Ruo » rcden pitäjäsen	19
533	1881	eli	eli	95	SUBCAT_CC	2553 ( 3 — 1 ) Äirjamnöjä « Petter Rautiaisen tänä päiroänä Raastumanoileudessa tebbun halemutsen iobdoSlll että natmooifeutcnSn b , önen ja mainionsa Lowisa Rau » tiaisen MATCH Räikkösen yhteisessä omaisuudessa tulisi e « roileiulst ja peläneco hänestä hänelle myörnyiettäiNin , o- roat raaSturoanoiteuben tännpäiroänä siltä tehdyn mälipää » lokien mutaon Petter ja Lomisa Rautiaisen kaikki niin tunnetut luin tuntemattomat mellojat täten kutsutut ja manatut että maanantaina 14 p. tuleroatu marraskuuta ennen lello lalsitoiSta päiroäflä raastumanoileudlss » pesän » erolysymyllen yli antaa lauseensa sillä uhalla että muu * toin tallotaan heidät tähän halemukleen myönnyttäneensä .	2553 ( 3 — 1 ) Äirjamnöjä « Petter Rautiaisen tänä päiroänä Raastumanoileudessa tebbun halemutsen iobdoSlll että natmooifeutcnSn b , önen ja mainionsa Lowisa Rau » tiaisen eli Räikkösen yhteisessä omaisuudessa tulisi e « roileiulst ja peläneco hänestä hänelle myörnyiettäiNin , o- roat raaSturoanoiteuben tännpäiroänä siltä tehdyn mälipää » lokien mutaon Petter ja Lomisa Rautiaisen kaikki niin tunnetut luin tuntemattomat mellojat täten kutsutut ja manatut että maanantaina 14 p. tuleroatu marraskuuta ennen lello lalsitoiSta päiroäflä raastumanoileudlss » pesän » erolysymyllen yli antaa lauseensa sillä uhalla että muu * toin tallotaan heidät tähän halemukleen myönnyttäneensä .	27
534	1881	eli	eli	25	SUBCAT_CC	Ihdessä näistä wangittiin sekä talon omistaja että sen hoitaja ynnä wanhempi ja molemmat nuoremmat talon dwornikat MATCH portin-wartiat , jotka kaikki kuuluiwat kapinalliseen puolueesen .	Ihdessä näistä wangittiin sekä talon omistaja että sen hoitaja ynnä wanhempi ja molemmat nuoremmat talon dwornikat eli portin-wartiat , jotka kaikki kuuluiwat kapinalliseen puolueesen .	16
535	1881	eli	eli	40	SUBCAT_CC	1 ia 2 n:roon . ) Ui tämä tapahtnma siis puollusta wähääkään hihhulilaisnuden oppia ihmisteu » välityksestä siinäkään suhteessa , että Jumala olis ehdottomasti yhdistänyt omantunnon ranhottamisen synninpäästön julistamiseen , MATCH toisin sanoen , heittänyt omantunnon rauhottamisen ihmisten maltaan .	1 ia 2 n:roon . ) Ui tämä tapahtnma siis puollusta wähääkään hihhulilaisnuden oppia ihmisteu » välityksestä siinäkään suhteessa , että Jumala olis ehdottomasti yhdistänyt omantunnon ranhottamisen synninpäästön julistamiseen , eli toisin sanoen , heittänyt omantunnon rauhottamisen ihmisten maltaan .	30
536	1881	eli	eli	101	SUBCAT_CC	/ - « ^äten ilmoitetaan ja ijleiföHe tiebofft an = netan , että allekirjotetulta on kateuk , * m * > fim joutunut laillisen moiman » voittanut kauppakirja , joka näin kuuluu : Tämän kautta myömme me alla kirjoitetut Johan Frimannille meiltä hallittaman salmen perintö talon N:o 2. Nurmijärmen kylässä Laukaan pitäjää ' / K osa manttaalin ala kuuluman ' / 3 osa Äijälän myllystä metestä ja rakennuksesta ja / 9 osan myllyn palstasta eli maasta , » välillämme soioitusta kauppa summasta kahtesta satasta nmtestä kymmenestä ( 250 ) markasta , jotka rahat olemme tänä päimänä ylös kantanu MATCH saatu .	/ - « ^äten ilmoitetaan ja ijleiföHe tiebofft an = netan , että allekirjotetulta on kateuk , * m * > fim joutunut laillisen moiman » voittanut kauppakirja , joka näin kuuluu : Tämän kautta myömme me alla kirjoitetut Johan Frimannille meiltä hallittaman salmen perintö talon N:o 2. Nurmijärmen kylässä Laukaan pitäjää ' / K osa manttaalin ala kuuluman ' / 3 osa Äijälän myllystä metestä ja rakennuksesta ja / 9 osan myllyn palstasta eli maasta , » välillämme soioitusta kauppa summasta kahtesta satasta nmtestä kymmenestä ( 250 ) markasta , jotka rahat olemme tänä päimänä ylös kantanu eli saatu .	98
537	1881	eli	eli	55	SUBCAT_CC	— Messukylän seurakunnassa syntyi wiime muonna MATCH 1880 98 lasta , liinlittäin 49 poikaa ja 49 tyttöä , joidenka seassa on 11 äpärää ; kuollut on 48 henkeä , 28 miehen ja 20 maimon puolta , kuolluna syntyneitä oli 2. Amioliittoa on kuoleman kautta eroitettu 10 , 7 miehen ja 3 maimon kuoleman kautta .	— Messukylän seurakunnassa syntyi wiime muonna eli 1880 98 lasta , liinlittäin 49 poikaa ja 49 tyttöä , joidenka seassa on 11 äpärää ; kuollut on 48 henkeä , 28 miehen ja 20 maimon puolta , kuolluna syntyneitä oli 2. Amioliittoa on kuoleman kautta eroitettu 10 , 7 miehen ja 3 maimon kuoleman kautta .	6
538	1881	eli	eli	163	SUBCAT_CC	-ttämä , ennen luin qaffuuta faapi » lottaa : oStajaQa ei ole oileutta saada täyttöä siitä « vajaudesta , mitä sydanlahosta tahi muusta Miasta troipi syntyä ulos * merlittyjen runlojen luw>:Ss » ; ostaja on melmodinen qantfimaan tarpeellinen työmali puiden mittausta njorten ; tuin puut ennin niiden mittausta , cStajan pyynnön mu- taan , lo'otaan lauttuumeben reunalle , on oStaj » mt ) öB mel- mollinen hanltimaan ja malsamaan ne väimätyöt , jotta moimat « ulla tarpeelliselsi lumen pois ajamiseksi puulajilta , luin puut omat mitattomat ; tuin pölkyssä , jofa ennen mittaamista on tolottu , lal * man läpimitta on toto setä säily- eli ofatuumainen , niin on ofatuumat muuteltamat Vt MATCH '^ . Stä ja f' tJ yli lili- maiseen foifeonuaan vuoli tahi kolo tuumaan ja jos lä- pimitta on mägempi Vt eli ' / . , litimäiseen alempaan puoli tahi toto tuumaan ; joS ruunu tahtoo toimituttaa tartaStuSmittauSta uloS annetuille puille niin on ostaja toeltrodincn myöoytlää sem- moisen nuttuun .	-ttämä , ennen luin qaffuuta faapi » lottaa : oStajaQa ei ole oileutta saada täyttöä siitä « vajaudesta , mitä sydanlahosta tahi muusta Miasta troipi syntyä ulos * merlittyjen runlojen luw>:Ss » ; ostaja on melmodinen qantfimaan tarpeellinen työmali puiden mittausta njorten ; tuin puut ennin niiden mittausta , cStajan pyynnön mu- taan , lo'otaan lauttuumeben reunalle , on oStaj » mt ) öB mel- mollinen hanltimaan ja malsamaan ne väimätyöt , jotta moimat « ulla tarpeelliselsi lumen pois ajamiseksi puulajilta , luin puut omat mitattomat ; tuin pölkyssä , jofa ennen mittaamista on tolottu , lal * man läpimitta on toto setä säily- eli ofatuumainen , niin on ofatuumat muuteltamat Vt eli '^ . Stä ja f' tJ yli lili- maiseen foifeonuaan vuoli tahi kolo tuumaan ja jos lä- pimitta on mägempi Vt eli ' / . , litimäiseen alempaan puoli tahi toto tuumaan ; joS ruunu tahtoo toimituttaa tartaStuSmittauSta uloS annetuille puille niin on ostaja toeltrodincn myöoytlää sem- moisen nuttuun .	112
539	1881	eli	eli	23	SUBCAT_CC	Miimeksi mainittuun maaliin MATCH oikeusraatimiehen nialitsemiseen otti osaa 67 ääntömaltaista , joista 30 antoi äänensä , yhteensä 1,189 ääntä , n. t. lohaunes	Miimeksi mainittuun maaliin eli oikeusraatimiehen nialitsemiseen otti osaa 67 ääntömaltaista , joista 30 antoi äänensä , yhteensä 1,189 ääntä , n. t. lohaunes	3
540	1881	eli	eli	25	SUBCAT_CC	AM oitis MATCH ensimäiscstä päimästä Kesäkuuta V^ hyyrätään puodi , 3 kamaria ja tarpeelliset ulkohuoneet , Kyttälässä Kapakantatu talo N:o 170. E. K. Wakn .	AM oitis eli ensimäiscstä päimästä Kesäkuuta V^ hyyrätään puodi , 3 kamaria ja tarpeelliset ulkohuoneet , Kyttälässä Kapakantatu talo N:o 170. E. K. Wakn .	2
541	1881	eli	eli	43	SUBCAT_CC	— Iywäslylän maaicuraluutalaisct omat päättäneet mennä hallitulscu luo anomuksella , että nyt eusi aluksi saisimat laittaa lautan MATCH lossin Haapa » kosken yli tulkcmiSta warten , tehtämätst » näärätyn sillau sijaan , kun sillan ra « kentamincn tällä kertaa kolvin rasittaisi seurakuntaa .	— Iywäslylän maaicuraluutalaisct omat päättäneet mennä hallitulscu luo anomuksella , että nyt eusi aluksi saisimat laittaa lautan eli lossin Haapa » kosken yli tulkcmiSta warten , tehtämätst » näärätyn sillau sijaan , kun sillan ra « kentamincn tällä kertaa kolvin rasittaisi seurakuntaa .	17
542	1881	eli	eli	49	SUBCAT_CC	Suotama olisi , että tämä nyypyki tulisi aikuiseksi ; maan sitäpaitsi Suomen pitäisi rakennuttaa tupa Siilamuopioon jossa monet raidot matkallaan Iyykeän markkinoille usein omat saaneet eksyksissään kuljeksia sinne tänne useana muorokautena , suojaa löytämättä ja osaamatta Mukkamuomaan MATCH Helgeskomiin , joihin kumpaanki Siilasmuopiosta tulee 2' / 2 penik .	Suotama olisi , että tämä nyypyki tulisi aikuiseksi ; maan sitäpaitsi Suomen pitäisi rakennuttaa tupa Siilamuopioon jossa monet raidot matkallaan Iyykeän markkinoille usein omat saaneet eksyksissään kuljeksia sinne tänne useana muorokautena , suojaa löytämättä ja osaamatta Mukkamuomaan eli Helgeskomiin , joihin kumpaanki Siilasmuopiosta tulee 2' / 2 penik .	37
543	1881	eli	eli	30	SUBCAT_CC	"Siinä joutossn , jotka Teleshnajc » lkadulla huyrätmssä huoneissa keisarin-murhaa malmistelimat , MATCH myös Peromsta sekä eräs mies , joka ni< mitti itseänsä telnilc>ksi "" ja joka malmisti räjähduskavpaleet ."	"Siinä joutossn , jotka Teleshnajc » lkadulla huyrätmssä huoneissa keisarin-murhaa malmistelimat , eli myös Peromsta sekä eräs mies , joka ni< mitti itseänsä telnilc>ksi "" ja joka malmisti räjähduskavpaleet ."	12
544	1881	eli	eli	21	SUBCAT_CC	Hän Voli , ' kuullut äitinsä nimen / kuullut sen seudun -nnnen , mlssä ' > tuo ' äiti MATCH .	Hän Voli , ' kuullut äitinsä nimen / kuullut sen seudun -nnnen , mlssä ' > tuo ' äiti eli .	19
545	1881	eli	eli	57	SUBCAT_CC	Komitea on sitä mähemmin epäillyt pysyttää nykyisin moimassa olemaa määräystä nopeudesta , kuin säädännöillä , ett'ei matkustaja , kelirikon aikana taikka lyytimatlain ollessa tamattoman pitlät tailka kun tie on huonompi MATCH pahasti mäkinen , ei saa maalia tamallista nopeutta , on tarpeeksi asti - jos nimittäin si . ta lainmääräylsillä moidaan tehdä — suojeltu kyyditsijäin hemosia .	Komitea on sitä mähemmin epäillyt pysyttää nykyisin moimassa olemaa määräystä nopeudesta , kuin säädännöillä , ett'ei matkustaja , kelirikon aikana taikka lyytimatlain ollessa tamattoman pitlät tailka kun tie on huonompi eli pahasti mäkinen , ei saa maalia tamallista nopeutta , on tarpeeksi asti - jos nimittäin si . ta lainmääräylsillä moidaan tehdä — suojeltu kyyditsijäin hemosia .	30
546	1881	eli	eli	35	SUBCAT_CC	lan armottomalle raaka-aineelle , jota aina » km paikoittain maassamme löytyy jotenkin runsaasti — » valkoiselle koiwuntääwiille e » li n. k. jänne- MATCH maitoläämiille — on'arklitehti I. Stenbäck Helsingissä löytänyt muutamia teknillisiä käytännöltä .	lan armottomalle raaka-aineelle , jota aina » km paikoittain maassamme löytyy jotenkin runsaasti — » valkoiselle koiwuntääwiille e » li n. k. jänne- eli maitoläämiille — on'arklitehti I. Stenbäck Helsingissä löytänyt muutamia teknillisiä käytännöltä .	23
547	1881	eli	eli	31	SUBCAT_CC	Joo , sinä se olit , älä yritäkään kieltää , siilä se olit , sanon ma . eli isäsi eli äitisi eli sisaresi eli meljesi MATCH joku muu kirotusta sumustasi !	Joo , sinä se olit , älä yritäkään kieltää , siilä se olit , sanon ma . eli isäsi eli äitisi eli sisaresi eli meljesi eli joku muu kirotusta sumustasi !	25
548	1881	eli	eli	46	SUBCAT_CC	"~Todellisen enemmistön "" MATCH smecillisen wahemmistön welwollisuus on pysyä poikessa suomenmielisen ( Jumala paratkoon ! ) ylioppilasknnnan juhlista ja knnniaterwehdyksistä , ja kaikin woimin koettaa estää ~Maamme "" --laulua tulemasta Suomen kansa » kansanlauluksi , — sillä hywästi järjestetyssä ylioppilaskunnassa pitää asiain käydä mullin mallin ."	"~Todellisen enemmistön "" eli smecillisen wahemmistön welwollisuus on pysyä poikessa suomenmielisen ( Jumala paratkoon ! ) ylioppilasknnnan juhlista ja knnniaterwehdyksistä , ja kaikin woimin koettaa estää ~Maamme "" --laulua tulemasta Suomen kansa » kansanlauluksi , — sillä hywästi järjestetyssä ylioppilaskunnassa pitää asiain käydä mullin mallin ."	3
549	1881	eli	eli	56	SUBCAT_CC	Uudenmaan läänin tumernörin esityksestä on keis . senati sallinut tumernörin asettaa ylimääräisen kruununpalmelijan malmomaan tukinuittoa Taasian MATCH Potta » rin joessa Lapträskin ja Ruotsin-Puhtään pitäjissä setä ForSbyn joessa Pernajan pitäjässä sillä ajalla kun lauttausta siellä tänä muonna toimitetaan ; jonka ohessa teis . senati on waltuuttanut tumernörin tämmöisen truununpalmelijan palkkaamiseksi metsämaroista käyttämään 150 markkaa kuukaudessa .	Uudenmaan läänin tumernörin esityksestä on keis . senati sallinut tumernörin asettaa ylimääräisen kruununpalmelijan malmomaan tukinuittoa Taasian eli Potta » rin joessa Lapträskin ja Ruotsin-Puhtään pitäjissä setä ForSbyn joessa Pernajan pitäjässä sillä ajalla kun lauttausta siellä tänä muonna toimitetaan ; jonka ohessa teis . senati on waltuuttanut tumernörin tämmöisen truununpalmelijan palkkaamiseksi metsämaroista käyttämään 150 markkaa kuukaudessa .	16
550	1881	eli	eli	21	SUBCAT_CC	Puhu meikäläiselle e. n> . kansallisteatterista , ajan » valtiollisista kysymyksistä , kielekiistasta , MATCH kansamme eteminnuistä luiehistä . nk .	Puhu meikäläiselle e. n> . kansallisteatterista , ajan » valtiollisista kysymyksistä , kielekiistasta , eli kansamme eteminnuistä luiehistä . nk .	14
551	1881	eli	eli	76	SUBCAT_CC	H 5 päiwcinä Helmikuuta , Mikkelin , Kangasniemen , Hirmensalmen ja Ristiinan pitäjien sekä Anttolan että Haukimuoren kappelien asioissa , täällä läänin kanoseliosa ; josta täten ilmi annetaan talollisille , joiden tykönä maanmittarin toimituksia tänä muonna on tapahtunut eli jotka eimät ole tuomitut maksamaan mittarin palkkaa MATCH muutoin niihin osalliset omat , ilmoituksella myös että heillä on ivalta Tammikuun 20 päimän jälkeen käydä paikkakunnan Nunnunmmismiehen tykönä luettamassa , selityttämässä ja noutamassa maanmittarilta sinne annetulta palkka-rätinkiä .	H 5 päiwcinä Helmikuuta , Mikkelin , Kangasniemen , Hirmensalmen ja Ristiinan pitäjien sekä Anttolan että Haukimuoren kappelien asioissa , täällä läänin kanoseliosa ; josta täten ilmi annetaan talollisille , joiden tykönä maanmittarin toimituksia tänä muonna on tapahtunut eli jotka eimät ole tuomitut maksamaan mittarin palkkaa eli muutoin niihin osalliset omat , ilmoituksella myös että heillä on ivalta Tammikuun 20 päimän jälkeen käydä paikkakunnan Nunnunmmismiehen tykönä luettamassa , selityttämässä ja noutamassa maanmittarilta sinne annetulta palkka-rätinkiä .	46
552	1881	eli	eli	44	SUBCAT_CC	Itse hän tuli 10-wuotiaana Suomeen , MATCH jonkun ojan Mikkelissä ( missa hanen tulema waimonsa sai kaksoiset ) , oli sittemmin mentyänsä naimisiin , kauupiaana Helsingissa ja piti miimein Kellon kylan Suomelan taloa Haukiputaalla ( missa petetty papisto häntä piti Suomen kansalaisena ) .	Itse hän tuli 10-wuotiaana Suomeen , eli jonkun ojan Mikkelissä ( missa hanen tulema waimonsa sai kaksoiset ) , oli sittemmin mentyänsä naimisiin , kauupiaana Helsingissa ja piti miimein Kellon kylan Suomelan taloa Haukiputaalla ( missa petetty papisto häntä piti Suomen kansalaisena ) .	6
