	Unnamed: 0	year	target	target_form	L	target_msd	masked_text	orig_text	target_i	A	B	msd	logit_A	logit_B
395	395	1880	eli	eli	47	SUBCAT_CC	että , toskewa ruotiwaisia ja kylänkönhiä MATCH niinkutsuttuja istukkaita ja tylänloppulaisia , nä> » ä omat hcntitirjoitukseosa ilmoitettamat , ei ainoaotansa niiltä tilanhnltioilta , joiden mllalln hcilln on asunto , maan myotz asianomaiselta tmmallislnutakunnaltci tahi maimaishoitohallitntselta , jonka tulee heukikirjoitukseen jättää heistä kulittäin tchdl , luettelo ;	että , toskewa ruotiwaisia ja kylänkönhiä eli niinkutsuttuja istukkaita ja tylänloppulaisia , nä> » ä omat hcntitirjoitukseosa ilmoitettamat , ei ainoaotansa niiltä tilanhnltioilta , joiden mllalln hcilln on asunto , maan myotz asianomaiselta tmmallislnutakunnaltci tahi maimaishoitohallitntselta , jonka tulee heukikirjoitukseen jättää heistä kulittäin tchdl , luettelo ;	6	eli	tai	SUBCAT_CC	9.737813949584961	9.320505142211914
396	396	1880	eli	eli	109	SUBCAT_CC	"Ehtoollisen kysymyksessä suosimat baptistit pää-asiassa samaa mielipidettä kuin reformerattu kirkko , MATCH että „ leipä ja miina ainoasti merkitsemät Kristuksen ruumista ja merta "" , jonka tähden he miettämät ehtoollista ninoasti Kristuksen kuoleman muistojuhlana "" , mikä Main elämämmin muistuttaa meille sominnon armoa , ja koska he omat hartaita raittiudenystämiä , eimät he käytä miinaa , maan käymätöintä rypäleen-nestettä "" tahi hätätilassa marjalientä , , . Armomalitsemifen suhteen osa baptisteja samoin suosii reformeratun kirkon lnielipidettä ja opettaa , että Jumala on määrännyt muutamia ihmisiä autuuteen ja toisia ijankaikkiseen kadoitukseen "" , mutta onko Suomen baptisteilla tätä mielipidettä , en tiedä ; tahdon kuitenkin uskoa , ettei niin ole ."	"Ehtoollisen kysymyksessä suosimat baptistit pää-asiassa samaa mielipidettä kuin reformerattu kirkko , eli että „ leipä ja miina ainoasti merkitsemät Kristuksen ruumista ja merta "" , jonka tähden he miettämät ehtoollista ninoasti Kristuksen kuoleman muistojuhlana "" , mikä Main elämämmin muistuttaa meille sominnon armoa , ja koska he omat hartaita raittiudenystämiä , eimät he käytä miinaa , maan käymätöintä rypäleen-nestettä "" tahi hätätilassa marjalientä , , . Armomalitsemifen suhteen osa baptisteja samoin suosii reformeratun kirkon lnielipidettä ja opettaa , että Jumala on määrännyt muutamia ihmisiä autuuteen ja toisia ijankaikkiseen kadoitukseen "" , mutta onko Suomen baptisteilla tätä mielipidettä , en tiedä ; tahdon kuitenkin uskoa , ettei niin ole ."	11	eli	tai	SUBCAT_CC	12.329205513000488	7.201939105987549
397	397	1880	eli	eli	29	SUBCAT_CC	"Mouta , monta pyhää ' ) oli kokonansa MATCH osaksi nosuut haudastaan ja kulkiivat nyt ympäri Parisin katuja "" messun "" kunniaksi ja Parisin ihastuneen kansan silmähuwiksi . """	"Mouta , monta pyhää ' ) oli kokonansa eli osaksi nosuut haudastaan ja kulkiivat nyt ympäri Parisin katuja "" messun "" kunniaksi ja Parisin ihastuneen kansan silmähuwiksi . """	8	eli	tai	SUBCAT_CC	4.11124324798584	6.622168064117432
398	398	1880	eli	eli	72	SUBCAT_CC	Opettaja tulee tosin loto lukumuoben MATCH kaksi terminaa , yhteensä nom 8 kuut . koulua pitäneeksi , mutta -^ niin mietitään — pallka juoksee kahdeltatoista kuukaudelta , siis myös loma- ajalta ; ja kun opettaja on lvaltatirjan saanut atztua uuteen Mirkaansa Wapulta , — maikka hän asianomaisten tumalla aikoo siihen astua masta koulunsa päätettyä — niin Vapulta olisi hänellä kaksi Mirkaa ja tumminkin lomaajalta tulot molemmista ja täta mastaanhan on laki .	Opettaja tulee tosin loto lukumuoben eli kaksi terminaa , yhteensä nom 8 kuut . koulua pitäneeksi , mutta -^ niin mietitään — pallka juoksee kahdeltatoista kuukaudelta , siis myös loma- ajalta ; ja kun opettaja on lvaltatirjan saanut atztua uuteen Mirkaansa Wapulta , — maikka hän asianomaisten tumalla aikoo siihen astua masta koulunsa päätettyä — niin Vapulta olisi hänellä kaksi Mirkaa ja tumminkin lomaajalta tulot molemmista ja täta mastaanhan on laki .	5	eli	tai	SUBCAT_CC	6.040123462677002	4.916506767272949
399	399	1880	eli	eli	22	SUBCAT_CC	"Vuonna 1877 palkittiin 26 oritta , ioista 4 ( MATCH 15,4 "" / ^ ) juoksi 1:n palkinnon saamiseksi määrätyssä ajassa ."	"Vuonna 1877 palkittiin 26 oritta , ioista 4 ( eli 15,4 "" / ^ ) juoksi 1:n palkinnon saamiseksi määrätyssä ajassa ."	9	eli	tai	SUBCAT_CC	8.802639961242676	7.2720866203308105
400	400	1880	eli	eli	167	SUBCAT_CC	"26 päiroänä roiime toufofuufiya onnctitSfa f tr » jeeSfd , on Oulun kaupungin löyhäinhmtoslmta ilmoitta- nut , ette leskl 2Balborg s ? affo mainitusta kaupungista on II » vuoden kuluessa kaupungin köyhäin rahastosta nauttinut apua yhteen lastcttu 962 markkaa eli 84 mart » taa » vuodessa ja waati » ut että Walti2rg Sakon t>o ; fa irerttrie^ Juho Üb , lman pilaisi ( Pcljßinfalfaan lataisin matfamaan mattiitun rahaston ; mutta koska myö>^ lietly on , että Judo Hornan roneltaa merimntfjiOa nlfotnaalta , niin pitiin föt ) l ) äin^c'tofunnan iulieiomon tämän wäli päätöksen lolme kertaa ©uomen nmalliiesia lehdessä ja silla tarralla antamaan tästä tiebon I » ha Uhlmainiille , jonka » ve . lvollisuus on , folUienljjtnmentu pä: » vän lulueZsa siitä lufien fun wäl'päätö< ! on » virallisessa lehdessä fol » rrtenren terran j , , ! i^tetlu , 'cliltnä asia "" jos bän tahtoo sitä etua täyttää la . ? h'ä felitostd ar . retoan MATCH ei , Pirjat lum » minkin lakaisin antaa ."	"26 päiroänä roiime toufofuufiya onnctitSfa f tr » jeeSfd , on Oulun kaupungin löyhäinhmtoslmta ilmoitta- nut , ette leskl 2Balborg s ? affo mainitusta kaupungista on II » vuoden kuluessa kaupungin köyhäin rahastosta nauttinut apua yhteen lastcttu 962 markkaa eli 84 mart » taa » vuodessa ja waati » ut että Walti2rg Sakon t>o ; fa irerttrie^ Juho Üb , lman pilaisi ( Pcljßinfalfaan lataisin matfamaan mattiitun rahaston ; mutta koska myö>^ lietly on , että Judo Hornan roneltaa merimntfjiOa nlfotnaalta , niin pitiin föt ) l ) äin^c'tofunnan iulieiomon tämän wäli päätöksen lolme kertaa ©uomen nmalliiesia lehdessä ja silla tarralla antamaan tästä tiebon I » ha Uhlmainiille , jonka » ve . lvollisuus on , folUienljjtnmentu pä: » vän lulueZsa siitä lufien fun wäl'päätö< ! on » virallisessa lehdessä fol » rrtenren terran j , , ! i^tetlu , 'cliltnä asia "" jos bän tahtoo sitä etua täyttää la . ? h'ä felitostd ar . retoan eli ei , Pirjat lum » minkin lakaisin antaa ."	157	eli	tai	SUBCAT_CC	5.173476219177246	7.696163177490234
401	401	1880	eli	eli	28	SUBCAT_CC	Mitä seurakunta päättää maksettalvatsi , sen lautakunta maksaa : eihän tietysti lautakunnalla MATCH lautakunnan esimiehellä ole » valtaa jakaa seurakunnan rahoja ilman seurakunnan myöntymistä ; eikös niin ?	Mitä seurakunta päättää maksettalvatsi , sen lautakunta maksaa : eihän tietysti lautakunnalla eli lautakunnan esimiehellä ole » valtaa jakaa seurakunnan rahoja ilman seurakunnan myöntymistä ; eikös niin ?	12	eli	tai	SUBCAT_CC	13.011933326721191	16.45022964477539
402	402	1880	eli	eli	34	SUBCAT_CC	että wlllllileteli , jota on allekirjoitettu tahi sisältiiä use » ampia nimiä MATCH jossa on muita » virheitä julistetaan mi » tättömälsi , samote joS maltuusmicsten maalilistaan lirjoitelaan jolu herroista : Z. Engström .	että wlllllileteli , jota on allekirjoitettu tahi sisältiiä use » ampia nimiä eli jossa on muita » virheitä julistetaan mi » tättömälsi , samote joS maltuusmicsten maalilistaan lirjoitelaan jolu herroista : Z. Engström .	12	eli	tai	SUBCAT_CC	7.7309417724609375	11.74802303314209
403	403	1880	eli	eli	68	SUBCAT_CC	"' Öleinnie kuulleet mainittalvan , sanoo i U. S. että , ne korot , jotka' » valtio taljan aöti ; on ; • oiit ccf antanut , ! fen j alf eeit' ku n tai "" nain . lvarsilillincn' MATCH / annettaessa : ; sää « detty ; forottomunben ' aika päättyi ) jo noustluat '177 / 000 ( sanoo : sataan : seitselnääntahdetsatta tuhanteen ) markkaan !"	"' Öleinnie kuulleet mainittalvan , sanoo i U. S. että , ne korot , jotka' » valtio taljan aöti ; on ; • oiit ccf antanut , ! fen j alf eeit' ku n tai "" nain . lvarsilillincn' eli / annettaessa : ; sää « detty ; forottomunben ' aika päättyi ) jo noustluat '177 / 000 ( sanoo : sataan : seitselnääntahdetsatta tuhanteen ) markkaan !"	39	eli	tai	SUBCAT_CC	3.9371213912963867	6.168867588043213
404	404	1880	eli	eli	29	SUBCAT_CC	Hemonen on arabialaisen elämälle ja ololle mälttämätöin ; hemosen seljassa martioipi arabialainen karjaansa , ylpeilee sodassa MATCH ritarillisissa leikeissä ; hän elää , rakastaa ja kuolee hemosen seljassa .	Hemonen on arabialaisen elämälle ja ololle mälttämätöin ; hemosen seljassa martioipi arabialainen karjaansa , ylpeilee sodassa eli ritarillisissa leikeissä ; hän elää , rakastaa ja kuolee hemosen seljassa .	16	eli	tai	SUBCAT_CC	6.7653656005859375	9.72126579284668
405	405	1880	eli	eli	41	SUBCAT_CC	"2^ "" Heti lohta hyyrätään hymässä kunnossa olema isompi huone osasto sopima herrasmäelle MATCH ramintolaksi , kahdet pari kamarit , osa talliin ja ua « mettään ja kellari entisessä karmari Eklundin talossa Länsi cspcnaati tadnn marrclla N:o 176. I A. Ahlqmi^t."	"2^ "" Heti lohta hyyrätään hymässä kunnossa olema isompi huone osasto sopima herrasmäelle eli ramintolaksi , kahdet pari kamarit , osa talliin ja ua « mettään ja kellari entisessä karmari Eklundin talossa Länsi cspcnaati tadnn marrclla N:o 176. I A. Ahlqmi^t."	13	eli	tai	SUBCAT_CC	8.660818099975586	8.616862297058105
406	406	1880	eli	eli	32	SUBCAT_CC	"Ahti "" kertoo että Kristinan kaupungissa on perustuma^ sa seura , jonka tarkoituksena on estää ja hillitä yleistä siweellisyydeu rikkomista sekä warsmkin naineiden henki » löiden MATCH awiopuolisoin sekaantumista wieraisin liittoihin ."	"Ahti "" kertoo että Kristinan kaupungissa on perustuma^ sa seura , jonka tarkoituksena on estää ja hillitä yleistä siweellisyydeu rikkomista sekä warsmkin naineiden henki » löiden eli awiopuolisoin sekaantumista wieraisin liittoihin ."	26	eli	tai	SUBCAT_CC	8.256988525390625	9.551968574523926
407	407	1880	eli	eli	38	SUBCAT_CC	2622 ( 3 — 2 ) Kosta Päätoimilunnalle on ilmoitettu , että lalsi IhdySpanlin Suodessa lonttoriSsa täällä nyt jo kuolleelle alaupseerinleslelle Johanna « lharlotta Vll- berg MATCH Imanoff annettua tallelustodistusta . toinen 23 p:ltä tammikuut » l8 ?	2622 ( 3 — 2 ) Kosta Päätoimilunnalle on ilmoitettu , että lalsi IhdySpanlin Suodessa lonttoriSsa täällä nyt jo kuolleelle alaupseerinleslelle Johanna « lharlotta Vll- berg eli Imanoff annettua tallelustodistusta . toinen 23 p:ltä tammikuut » l8 ?	26	eli	tai	SUBCAT_CC	6.374362945556641	7.000791072845459
408	408	1880	eli	eli	27	SUBCAT_CC	""" I ? kst ruotsia ja suomea puhuwa palwelus » tyttö hakee paikkaa kölsälsi MATCH huusaksi ; tallempia tietoja saa Kolmilanttinentoii n:o 5 , maito puodissa ."	""" I ? kst ruotsia ja suomea puhuwa palwelus » tyttö hakee paikkaa kölsälsi eli huusaksi ; tallempia tietoja saa Kolmilanttinentoii n:o 5 , maito puodissa ."	14	eli	tai	SUBCAT_CC	5.432616710662842	6.022225379943848
409	409	1880	eli	eli	62	SUBCAT_CC	Kuin lukuisten pitämisen aika on soweliain saada lähetyskiijaisia ja sanomia lewitetyiksi seurakuntiin , pyydetään niitä kunnioitettaroia seurakuntain opettajia ynnä muita , jotka jo ennen omat luwanneet olla MATCH täst'edes tahtomat rumeta Lähetysseuran asiamiehikfi ja jotka niin halajamat edistää lähetystä , niin pian kuin suinki , tilaamaan Johtokunnalta lähetyskirjaisia , karttoja ja kuwia sekä sanomia , sekä myös ilmoittamaan^kuinka paljo lutaki tahtomat .	Kuin lukuisten pitämisen aika on soweliain saada lähetyskiijaisia ja sanomia lewitetyiksi seurakuntiin , pyydetään niitä kunnioitettaroia seurakuntain opettajia ynnä muita , jotka jo ennen omat luwanneet olla eli täst'edes tahtomat rumeta Lähetysseuran asiamiehikfi ja jotka niin halajamat edistää lähetystä , niin pian kuin suinki , tilaamaan Johtokunnalta lähetyskirjaisia , karttoja ja kuwia sekä sanomia , sekä myös ilmoittamaan^kuinka paljo lutaki tahtomat .	27	eli	tai	SUBCAT_CC	3.137444257736206	4.925390720367432
410	410	1880	eli	eli	34	SUBCAT_CC	Luostari on siis luja linna , jota warsinli siihen aitaan MATCH 300 wuotta takaperin , jolloin sen muurit rakennettiin ja jolloin ei ampumakoneet olleet niin pitkälle edistyneet kuin nykyään , oli melkein mahoton wihollisen	Luostari on siis luja linna , jota warsinli siihen aitaan eli 300 wuotta takaperin , jolloin sen muurit rakennettiin ja jolloin ei ampumakoneet olleet niin pitkälle edistyneet kuin nykyään , oli melkein mahoton wihollisen	10	eli	tai	SUBCAT_CC	7.012243270874023	5.195620059967041
411	411	1880	eli	eli	25	SUBCAT_CC	Sentähden pyydän nöyrimmästi , että jos mies löytyisi niin ilmottakoon olopaikkansa ( joko itse MATCH jokuu muu joka hänen tietäisi ) kunniallista palkintota viastaan .	Sentähden pyydän nöyrimmästi , että jos mies löytyisi niin ilmottakoon olopaikkansa ( joko itse eli jokuu muu joka hänen tietäisi ) kunniallista palkintota viastaan .	14	eli	tai	SUBCAT_CC	6.48085880279541	18.640310287475586
412	412	1880	eli	eli	27	SUBCAT_CC	perustettu wuonna 1874 2,0V0 , « » ft suomen markan pohjarahastolla , makuuttaa allakirjoittaneiden kautta henkeä , määrämuosiksi MATCH elinajaksi , ylielinkorkoja eli pensioneja , myötäjäisiä .	perustettu wuonna 1874 2,0V0 , « » ft suomen markan pohjarahastolla , makuuttaa allakirjoittaneiden kautta henkeä , määrämuosiksi eli elinajaksi , ylielinkorkoja eli pensioneja , myötäjäisiä .	18	eli	tai	SUBCAT_CC	8.231646537780762	8.571589469909668
413	413	1880	eli	eli	177	SUBCAT_CC	"31 ( 3 — 1 ) 3ultifeda ufoSotto^uutofaupada , joka vire » tään tässä maafansliaSja maanantaina maaltefuun 22 p. 1880 , fedo raffttoista pot^adä , mt^ydcän tnlollisen Juha Otteffcnberin MATCH Studdin ennen omistama ja nut hänen pojallen'a 3aaffo luhanpoila l>'ddille siirrettyä 5 / 36 manttaolia ©tubbin perintötilasta n:o 3 Veiklarin tyläe » sä Mustasaaren pitäjää , jofa tila on tuomittu menemälsi ulosottoon muonamieben Crlti STcrtolan , talollisten Kcis » tian Murtolan , Reinhold Murtolan ja Abraham Kullan ynnä farrcari Gustaf Martinin lesken Mi> , a 95. "" artintn ta- Icdifclta Juha jorolta Keisarillisen Vaasan Homioitcuden tuomion peruStufieda maaliskuun 28 p , 1877 olemasta saamiscsla , fafft tuhatta maittaa , jofa fefä "" että myymis- ehdot buutofauppottlatfuubeefa » » lemmin ilmoitetaan , kun myöslin että tila , olema SRifelainfaupungieta Ouluun me- nemän poetiticn ääressä Ib 1 / , rcirStaa Nilola » laup ? mgis » ta ja 9 rcirStaa pitäicn ftrfösta , rafennutftda rappiossa , pidetyssä aimiolaSlussa on arrcattu 3,000 marfan arrcot » sels' , asianomaisille tarjontefijoide , liinnityllen cmistaiide ja muille asianomaisille täten tietää anne- aan ."	"31 ( 3 — 1 ) 3ultifeda ufoSotto^uutofaupada , joka vire » tään tässä maafansliaSja maanantaina maaltefuun 22 p. 1880 , fedo raffttoista pot^adä , mt^ydcän tnlollisen Juha Otteffcnberin eli Studdin ennen omistama ja nut hänen pojallen'a 3aaffo luhanpoila l>'ddille siirrettyä 5 / 36 manttaolia ©tubbin perintötilasta n:o 3 Veiklarin tyläe » sä Mustasaaren pitäjää , jofa tila on tuomittu menemälsi ulosottoon muonamieben Crlti STcrtolan , talollisten Kcis » tian Murtolan , Reinhold Murtolan ja Abraham Kullan ynnä farrcari Gustaf Martinin lesken Mi> , a 95. "" artintn ta- Icdifclta Juha jorolta Keisarillisen Vaasan Homioitcuden tuomion peruStufieda maaliskuun 28 p , 1877 olemasta saamiscsla , fafft tuhatta maittaa , jofa fefä "" että myymis- ehdot buutofauppottlatfuubeefa » » lemmin ilmoitetaan , kun myöslin että tila , olema SRifelainfaupungieta Ouluun me- nemän poetiticn ääressä Ib 1 / , rcirStaa Nilola » laup ? mgis » ta ja 9 rcirStaa pitäicn ftrfösta , rafennutftda rappiossa , pidetyssä aimiolaSlussa on arrcattu 3,000 marfan arrcot » sels' , asianomaisille tarjontefijoide , liinnityllen cmistaiide ja muille asianomaisille täten tietää anne- aan ."	29	eli	tai	SUBCAT_CC	6.026249408721924	6.715060710906982
414	414	1880	eli	eli	81	SUBCAT_CC	899,3-2 ) Sitä MATCH niitä , jotta paremman oikeuden nojausa tahtoomat estää meidiln lainhuudatustamme toto perintötilalle n:o 14 Harjurannan tylUssä Rantasalmen pitäjässä . lel » oitetaan länteensä siitä , Rantasalmen lihla- lunnanoileudeSsa , laillisen manuun nojasia ajamaan yön ja » vuoden lulueSsa siitä pä » wä « tä kuin tämä luulutuS on lolmllnnen kerran julistettu maamme sekä Suomen että ruotsin kielislSsä tvirallisissl' lehdi « ! ä , sillä uhalla että meille sen jälleen annetaan täydelliset lainhuudot ja kiinne » kirja .	899,3-2 ) Sitä eli niitä , jotta paremman oikeuden nojausa tahtoomat estää meidiln lainhuudatustamme toto perintötilalle n:o 14 Harjurannan tylUssä Rantasalmen pitäjässä . lel » oitetaan länteensä siitä , Rantasalmen lihla- lunnanoileudeSsa , laillisen manuun nojasia ajamaan yön ja » vuoden lulueSsa siitä pä » wä « tä kuin tämä luulutuS on lolmllnnen kerran julistettu maamme sekä Suomen että ruotsin kielislSsä tvirallisissl' lehdi « ! ä , sillä uhalla että meille sen jälleen annetaan täydelliset lainhuudot ja kiinne » kirja .	3	eli	tai	SUBCAT_CC	4.1991448402404785	6.881128311157227
415	415	1880	eli	eli	57	SUBCAT_CC	"kiurnna h » Män nälönsä ia suklelain liikkeinsä amn lla , pesäkkeenä tyynessä as » » o jasessa paikassa » nuhan MATCH tyynen a » v » Un sekä täysi kasmaneena siipeinsä "" wulsa kokee rientää paloon ja niin elellä . :ääs° kein siilvet eimät knitenkaan sno p ' . ljon turmaa : ne omat heikot ."	"kiurnna h » Män nälönsä ia suklelain liikkeinsä amn lla , pesäkkeenä tyynessä as » » o jasessa paikassa » nuhan eli tyynen a » v » Un sekä täysi kasmaneena siipeinsä "" wulsa kokee rientää paloon ja niin elellä . :ääs° kein siilvet eimät knitenkaan sno p ' . ljon turmaa : ne omat heikot ."	21	eli	tai	SUBCAT_CC	3.788715124130249	5.901919841766357
416	416	1880	eli	eli	59	SUBCAT_CC	"Juopumus , welttous ja toimettomuus oliwat Brahen mielestä kansamme pää-wiat ja niiden poistamiseksi hän luuli oletvan parhaimman keinon — akatemian MATCH yliopiston perustamisen maahamme , "" sillä se "" , kuulumat hänen omat sanansa , "" synnyttää ensin jumalisen elämän , wetää someliaimmat henkilöt kaikista paikoista jälleen kotimaahan ja liihoittaa monta kirjallisiin toimiin ja muuhun kunnialliseen elämään . """	"Juopumus , welttous ja toimettomuus oliwat Brahen mielestä kansamme pää-wiat ja niiden poistamiseksi hän luuli oletvan parhaimman keinon — akatemian eli yliopiston perustamisen maahamme , "" sillä se "" , kuulumat hänen omat sanansa , "" synnyttää ensin jumalisen elämän , wetää someliaimmat henkilöt kaikista paikoista jälleen kotimaahan ja liihoittaa monta kirjallisiin toimiin ja muuhun kunnialliseen elämään . """	20	eli	tai	SUBCAT_CC	13.259833335876465	15.44522762298584
417	417	1880	eli	eli	20	SUBCAT_CC	Woita oli micty 30 p:nä wiime syyskuuta 563,153 lcilvislää MATCH 13,444 leilv . enemmän kuiu wiime wuonna samana päimänä .	Woita oli micty 30 p:nä wiime syyskuuta 563,153 lcilvislää eli 13,444 leilv . enemmän kuiu wiime wuonna samana päimänä .	9	eli	tai	SUBCAT_CC	6.939854621887207	7.416896820068359
418	418	1880	eli	eli	26	SUBCAT_CC	Tammikuuta pide>>^ tään pesäkirjoitus talon isännän Aapeli Rahkolan eli Perttusen jälkeen ; ne jotka luulemat olemansa sanottuun pesään maksossa MATCH annossa , ilmoittakoot silloin itsensä .	Tammikuuta pide>>^ tään pesäkirjoitus talon isännän Aapeli Rahkolan eli Perttusen jälkeen ; ne jotka luulemat olemansa sanottuun pesään maksossa eli annossa , ilmoittakoot silloin itsensä .	19	eli	tai	SUBCAT_CC	9.830301284790039	12.179339408874512
419	419	1880	eli	eli	97	SUBCAT_CC	Sit , , ! laatua oivat esim. » o. 2. ^anoo itse Herra knin lain lanss' ei kumael ; eikä ole paljoa parc » lpi saman » virren s:ssä » värsyssä lanse : Älä niitä » vihaa MATCH potti , että niiss' on kaunis oppi . kainoin on myös mirressä 376 useampia häillliröita lauseita ; w. sanotaan : , Laul , istus maan päälle poulkois , Pelko on jokaiscss' loukos ; 3 w. Niin auringon armaha » ! siaail Soitto tuli meidän pihaan ; 8 w. » Suo termeen jällens' nostettaa , ja pimeys malkeull' tostettaa ,	Sit , , ! laatua oivat esim. » o. 2. ^anoo itse Herra knin lain lanss' ei kumael ; eikä ole paljoa parc » lpi saman » virren s:ssä » värsyssä lanse : Älä niitä » vihaa eli potti , että niiss' on kaunis oppi . kainoin on myös mirressä 376 useampia häillliröita lauseita ; w. sanotaan : , Laul , istus maan päälle poulkois , Pelko on jokaiscss' loukos ; 3 w. Niin auringon armaha » ! siaail Soitto tuli meidän pihaan ; 8 w. » Suo termeen jällens' nostettaa , ja pimeys malkeull' tostettaa ,	37	eli	tai	SUBCAT_CC	3.5835816860198975	5.4947967529296875
420	420	1880	eli	eli	49	SUBCAT_CC	3344<3 — 2 ) Että ensi » vuoden lakimääräiset talmilä » rajat Kangasniemen pitäjän läräiälunnan lanSsa , jolla erhetylsesta omat ilmoitetut alfamilsi ensimmäisenä ( 1 ) päimänä helmikuuta 1880 , oikeastaan alkamat seuraamana piiimänä MATCH toisena ( 2 ) päimänä samaa luuta , ilmoite . taan tämän lautta .	3344<3 — 2 ) Että ensi » vuoden lakimääräiset talmilä » rajat Kangasniemen pitäjän läräiälunnan lanSsa , jolla erhetylsesta omat ilmoitetut alfamilsi ensimmäisenä ( 1 ) päimänä helmikuuta 1880 , oikeastaan alkamat seuraamana piiimänä eli toisena ( 2 ) päimänä samaa luuta , ilmoite . taan tämän lautta .	34	eli	tai	SUBCAT_CC	7.153958320617676	8.84859561920166
421	421	1880	eli	eli	20	SUBCAT_CC	Sinne tullun lutsuttiiu hän perheineen juhlakollationiin MATCH testiin , jossa hänen ammattikumppaulensa puolesta puhui toht. E. Indreni » us .	Sinne tullun lutsuttiiu hän perheineen juhlakollationiin eli testiin , jossa hänen ammattikumppaulensa puolesta puhui toht. E. Indreni » us .	6	eli	tai	SUBCAT_CC	4.064630031585693	4.138810634613037
422	422	1880	eli	eli	30	SUBCAT_CC	— Ranskassa kiihiyy yhä riita itse wapaawaltalaiöten kesken nimittäin radika » lien MATCH hurjain ja oppurtuniSiien eli Gam » bettan puolueen Välillä , loka nyt on wal » lalla .	— Ranskassa kiihiyy yhä riita itse wapaawaltalaiöten kesken nimittäin radika » lien eli hurjain ja oppurtuniSiien eli Gam » bettan puolueen Välillä , loka nyt on wal » lalla .	12	eli	tai	SUBCAT_CC	6.300213813781738	3.9673714637756348
423	423	1880	eli	eli	68	SUBCAT_CC	Oikeata Te » weys- MATCH Nait- tius-2 « olaa joka on ainoa tunnustettu nniifiittninn keino tauteja maataan mitta omat scuraufsena lino- nosta ruo' an 'snlatutsesta , nilutuin : ärriin tmi ti , ■pcnnomnituut , vengen alldiSluS . cDbiiiiiiiiculitip' py . « unitauti , Kohtuwaiwat , f erdpufamut , f min tiwistys . pyörrytys n. n. , saadaan , / ' / / Pat . k l fr .	Oikeata Te » weys- eli Nait- tius-2 « olaa joka on ainoa tunnustettu nniifiittninn keino tauteja maataan mitta omat scuraufsena lino- nosta ruo' an 'snlatutsesta , nilutuin : ärriin tmi ti , ■pcnnomnituut , vengen alldiSluS . cDbiiiiiiiiculitip' py . « unitauti , Kohtuwaiwat , f erdpufamut , f min tiwistys . pyörrytys n. n. , saadaan , / ' / / Pat . k l fr .	4	eli	tai	SUBCAT_CC	4.5991973876953125	5.836450576782227
424	424	1880	eli	eli	29	SUBCAT_CC	Kntso siis mitä sinä tuulet , jos se todellntin ou Jumalan sanan tni mnnn ihmissnllnn , jn tntso myös tuintn sinä kuulet MATCH luet Jumalan sanna ( Mark .	Kntso siis mitä sinä tuulet , jos se todellntin ou Jumalan sanan tni mnnn ihmissnllnn , jn tntso myös tuintn sinä kuulet eli luet Jumalan sanna ( Mark .	22	eli	tai	SUBCAT_CC	10.224549293518066	12.688618659973145
425	425	1880	eli	eli	77	SUBCAT_CC	jonka kautta torppari Hiskias Taametinpoika Pietiläinen Kärkkäälän kylästä Rautalammin pitäjästä tuomittiin menettämään kunniansa ja neljänkymmenen taalerin MATCH 76 markan 80 pennin sakkoihin siitä , että hän miime toukokuun 2 p:nä talollisen Johan Kukkosen eli Liimataisen nimeen kirjotetulla ja talollisen Johan Hartin eli Hakkaraisen nimellä marustetulla määrällä melkakirjalla Johan Kukkosen nimessä petollisesti otti märjäri Adam Kukkoselta 500 markkaa , ja että hän niinikään määrennetyllä kirjoituksella Heikki Niemelän tahi Pellisen nimeen otti miime huhtikuun 30 p:nä kauppias loh .	jonka kautta torppari Hiskias Taametinpoika Pietiläinen Kärkkäälän kylästä Rautalammin pitäjästä tuomittiin menettämään kunniansa ja neljänkymmenen taalerin eli 76 markan 80 pennin sakkoihin siitä , että hän miime toukokuun 2 p:nä talollisen Johan Kukkosen eli Liimataisen nimeen kirjotetulla ja talollisen Johan Hartin eli Hakkaraisen nimellä marustetulla määrällä melkakirjalla Johan Kukkosen nimessä petollisesti otti märjäri Adam Kukkoselta 500 markkaa , ja että hän niinikään määrennetyllä kirjoituksella Heikki Niemelän tahi Pellisen nimeen otti miime huhtikuun 30 p:nä kauppias loh .	16	eli	tai	SUBCAT_CC	14.127432823181152	10.787349700927734
426	426	1880	eli	eli	21	SUBCAT_CC	"Tietää sen , että me olemme itsestämme waiwaiset wiheljäiset syntiset , jotka emme mitään itsestämme » voi MATCH taida . """	"Tietää sen , että me olemme itsestämme waiwaiset wiheljäiset syntiset , jotka emme mitään itsestämme » voi eli taida . """	17	eli	tai	SUBCAT_CC	3.974144220352173	6.994149208068848
427	427	1880	eli	eli	42	SUBCAT_CC	jälkeen luki herra tuomiopromasti Ren » vall , joka oli ollut sen » valiokunnan puhccnjoh , tajana , minkä tuli » valmistaa kysymystä kon « » viktin MATCH yhteisasunnon perustamisesta Helsinkiin jumaluusopin ylioppilaita » varten , mainitun toimikunnan antaman lausunnon asiassa .	jälkeen luki herra tuomiopromasti Ren » vall , joka oli ollut sen » valiokunnan puhccnjoh , tajana , minkä tuli » valmistaa kysymystä kon « » viktin eli yhteisasunnon perustamisesta Helsinkiin jumaluusopin ylioppilaita » varten , mainitun toimikunnan antaman lausunnon asiassa .	27	eli	tai	SUBCAT_CC	7.502419948577881	7.435113430023193
